PMID	doi	year	first_author	title	journal	PubMed_url	doi_url
32561361	10.1053/j.gastro.2020.06.014	2020	Innes H	Genome-Wide Association Study for Alcohol-Related Cirrhosis Identifies Risk Loci in MARC1 and HNRNPUL1.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/32561361	https://doi.org/10.1053/j.gastro.2020.06.014
32918910	10.1053/j.gastro.2020.08.052	2020	Dong J	Sex-Specific Genetic Associations for Barrett's Esophagus and Esophageal Adenocarcinoma.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/32918910	https://doi.org/10.1053/j.gastro.2020.08.052
33310085	10.1053/j.gastro.2020.12.011	2020	Emdin CA	Association of Genetic Variation With Cirrhosis: A Multi-Trait Genome-Wide Association and Gene-Environment Interaction Study.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/33310085	https://doi.org/10.1053/j.gastro.2020.12.011
33359885	10.1053/j.gastro.2020.12.034	2020	Gettler K	Common and Rare Variant Prediction and Penetrance of IBD in a Large, Multi-ethnic, Health System-based Biobank Cohort.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/33359885	https://doi.org/10.1053/j.gastro.2020.12.034
34780722	10.1053/j.gastro.2021.11.015	2021	Di Narzo AF	Integrative Analysis of the Inflammatory Bowel Disease Serum Metabolome Improves Our Understanding of Genetic Etiology and Points to Novel Putative Therapeutic Targets.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/34780722	https://doi.org/10.1053/j.gastro.2021.11.015
22446040	10.1016/j.gene.2012.03.046	2012	Wang KS	A novel locus for body mass index on 5p15.2: a meta-analysis of two genome-wide association studies.	Gene	https://pubmed.ncbi.nlm.nih.gov/22446040	https://doi.org/10.1016/j.gene.2012.03.046
24680774	10.1016/j.gene.2014.03.045	2014	Mezzavilla M	Insight into genetic determinants of resting heart rate.	Gene	https://pubmed.ncbi.nlm.nih.gov/24680774	https://doi.org/10.1016/j.gene.2014.03.045
25434496	10.1016/j.gene.2014.11.059	2014	Kim S	Genetic variants at 1q32.1, 10q11.2 and 19q13.41 are associated with prostate-specific antigen for prostate cancer screening in two Korean population-based cohort studies.	Gene	https://pubmed.ncbi.nlm.nih.gov/25434496	https://doi.org/10.1016/j.gene.2014.11.059
26915486	10.1016/j.gene.2016.02.029	2016	Adams JN	Genetic analysis of advanced glycation end products in the DHS MIND study.	Gene	https://pubmed.ncbi.nlm.nih.gov/26915486	https://doi.org/10.1016/j.gene.2016.02.029
29408531	10.1016/j.gene.2018.01.064	2018	Zhang D	The polymorphism rs671 at ALDH2 associated with serum uric acid levels in Chinese Han males: A genome-wide association study.	Gene	https://pubmed.ncbi.nlm.nih.gov/29408531	https://doi.org/10.1016/j.gene.2018.01.064
29953918	10.1016/j.gene.2018.06.080	2018	Deng C	Identification of three novel loci of ALDH2 Gene for Serum Folate levels in a Male Chinese Population by Genome-Wide Association Study.	Gene	https://pubmed.ncbi.nlm.nih.gov/29953918	https://doi.org/10.1016/j.gene.2018.06.080
30130595	10.1016/j.gene.2018.08.041	2018	Dominguez-Cruz MG	Pilot genome-wide association study identifying novel risk loci for type 2 diabetes in a Maya population.	Gene	https://pubmed.ncbi.nlm.nih.gov/30130595	https://doi.org/10.1016/j.gene.2018.08.041
32165298	10.1016/j.gene.2020.144570	2020	You D	Identification of genetic features associated with fine particulate matter (PM2.5) modulated DNA damage using improved random forest analysis.	Gene	https://pubmed.ncbi.nlm.nih.gov/32165298	https://doi.org/10.1016/j.gene.2020.144570
32554045	10.1016/j.gene.2020.144901	2020	Rao S	Genome-wide copy number variation-, validation- and screening study implicates a new copy number polymorphism associated with suicide attempts in major depressive disorder.	Gene	https://pubmed.ncbi.nlm.nih.gov/32554045	https://doi.org/10.1016/j.gene.2020.144901
33444683	10.1016/j.gene.2021.145431	2021	Chatterjee A	Exome-wide scan identifies significant association of rs4788084 in IL27 promoter with increase in hepatic fat content among Indians.	Gene	https://pubmed.ncbi.nlm.nih.gov/33444683	https://doi.org/10.1016/j.gene.2021.145431
26184321	10.3390/genes6030559	2015	Lin BD	Heritability and Genome-Wide Association Studies for Hair Color in a Dutch Twin Family Based Sample.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/26184321	https://doi.org/10.3390/genes6030559
28714907	10.3390/genes8070183	2017	Treutlein J	Genetic Contribution to Alcohol Dependence: Investigation of a Heterogeneous German Sample of Individuals with Alcohol Dependence, Chronic Alcoholic Pancreatitis, and Alcohol-Related Cirrhosis.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/28714907	https://doi.org/10.3390/genes8070183
30583557	10.3390/genes10010008	2018	Loohuis LM	The Alkaline Phosphatase (ALPL) Locus Is Associated with B6 Vitamer Levels in CSF and Plasma.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/30583557	https://doi.org/10.3390/genes10010008
31752434	10.3390/genes10110945	2019	Costa-Urrutia P	Genome-Wide Association Study of Body Mass Index and Body Fat in Mexican-Mestizo Children.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/31752434	https://doi.org/10.3390/genes10110945
32121467	10.3390/genes11030268	2020	Adewuyi EO	Shared Molecular Genetic Mechanisms Underlie Endometriosis and Migraine Comorbidity.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/32121467	https://doi.org/10.3390/genes11030268
33137956	10.3390/genes11111280	2020	Yang Y	Secondary Genome-Wide Association Study Using Novel Analytical Strategies Disentangle Genetic Components of Cleft Lip and/or Cleft Palate in 1q32.2.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/33137956	https://doi.org/10.3390/genes11111280
33138277	10.3390/genes11111275	2020	Cismaru AL	Genome-Wide Association Study of Metamizole-Induced Agranulocytosis in European Populations.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/33138277	https://doi.org/10.3390/genes11111275
33499410	10.3390/genes12020148	2021	Liao YH	Functional Haplotype of <i>LIPC</i> Induces Triglyceride-Mediated Suppression of HDL-C Levels According to Genome-Wide Association Studies.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/33499410	https://doi.org/10.3390/genes12020148
34062886	10.3390/genes12050686	2021	Nazarian A	Genome-Wide Analysis of Sex Disparities in the Genetic Architecture of Lung and Colorectal Cancers.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/34062886	https://doi.org/10.3390/genes12050686
34067580	10.3390/genes12050751	2021	Kim HR	A Genome-Wide Association Study for Hypertensive Kidney Disease in Korean Men.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/34067580	https://doi.org/10.3390/genes12050751
34069769	10.3390/genes12050761	2021	Al-Sarraj Y	Family-Based Genome-Wide Association Study of Autism Spectrum Disorder in Middle Eastern Families.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/34069769	https://doi.org/10.3390/genes12050761
34073884	10.3390/genes12060799	2021	Sasaki T	<i>ALDH2</i> p.E504K Variation and Sex Are Major Factors Associated with Current and Quitting Alcohol Drinking in Japanese Oldest Old.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/34073884	https://doi.org/10.3390/genes12060799
34202464	10.3390/genes12070959	2021	Wang M	Genomic Association vs. Serological Determination of ABO Blood Types in a Chinese Cohort, with Application in Mendelian Randomization.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/34202464	https://doi.org/10.3390/genes12070959
34356046	10.3390/genes12071030	2021	Oluwafemi OO	Genome-Wide Association Studies of Conotruncal Heart Defects with Normally Related Great Vessels in the United States.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/34356046	https://doi.org/10.3390/genes12071030
34680877	10.3390/genes12101482	2021	Lybech LKM	Suicide Related Phenotypes in a Bipolar Sample: Genetic Underpinnings.	Genes (Basel)	https://pubmed.ncbi.nlm.nih.gov/34680877	https://doi.org/10.3390/genes12101482
18067574	10.1111/j.1601-183X.2007.00368.x	2008	Butcher LM	Genome-wide quantitative trait locus association scan of general cognitive ability using pooled DNA and 500K single nucleotide polymorphism microarrays.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/18067574	https://doi.org/10.1111/j.1601-183X.2007.00368.x
20039944	10.1111/j.1601-183X.2009.00553.x	2009	Docherty SJ	A genome-wide association study identifies multiple loci associated with mathematics ability and disability.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/20039944	https://doi.org/10.1111/j.1601-183X.2009.00553.x
20528957	10.1111/j.1601-183X.2010.00601.x	2010	Oedegaard KJ	A genome-wide association study of bipolar disorder and comorbid migraine.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/20528957	https://doi.org/10.1111/j.1601-183X.2010.00601.x
21679298	10.1111/j.1601-183X.2011.00712.x	2011	Ma X	A genome-wide association study for quantitative traits in schizophrenia in China.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/21679298	https://doi.org/10.1111/j.1601-183X.2011.00712.x
21771265	10.1111/j.1601-183X.2011.00721.x	2011	Yosifova A	Genome-wide association study on bipolar disorder in the Bulgarian population.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/21771265	https://doi.org/10.1111/j.1601-183X.2011.00721.x
22554406	10.1111/j.1601-183X.2012.00803.x	2012	Kang SJ	Family-based genome-wide association study of frontal θ oscillations identifies potassium channel gene KCNJ6.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/22554406	https://doi.org/10.1111/j.1601-183X.2012.00803.x
23738518	10.1111/gbb.12053	2013	Luciano M	A genome-wide association study for reading and language abilities in two population cohorts.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/23738518	https://doi.org/10.1111/gbb.12053
24024963	10.1111/gbb.12085	2013	Eicher JD	Genome-wide association study of shared components of reading disability and language impairment.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/24024963	https://doi.org/10.1111/gbb.12085
24152035	10.1111/gbb.12096	2013	Goodbourn PT	Variants in the 1q21 risk region are associated with a visual endophenotype of autism and schizophrenia.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/24152035	https://doi.org/10.1111/gbb.12096
24571439	10.1111/gbb.12127	2014	Nudel R	Genome-wide association analyses of child genotype effects and parent-of-origin effects in specific language impairment.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/24571439	https://doi.org/10.1111/gbb.12127
24629169	10.1111/gbb.12132	2014	Ising M	Genetic effects on information processing speed are moderated by age--converging results from three samples.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/24629169	https://doi.org/10.1111/gbb.12132
25065397	10.1111/gbb.12158	2014	Gialluisi A	Genome-wide screening for DNA variants associated with reading and language traits.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/25065397	https://doi.org/10.1111/gbb.12158
25130324	10.1111/gbb.12157	2014	Cai DC	A genome-wide search for quantitative trait loci affecting the cortical surface area and thickness of Heschl's gyrus.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/25130324	https://doi.org/10.1111/gbb.12157
29665250	10.1111/gbb.12481	2018	Shimanoe C	A genome-wide association study of coping behaviors suggests FBXO45 is associated with emotional expression.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/29665250	https://doi.org/10.1111/gbb.12481
31090166	10.1111/gbb.12579	2019	Lai D	Genome-wide association studies of alcohol dependence, DSM-IV criterion count and individual criteria.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/31090166	https://doi.org/10.1111/gbb.12579
31099175	10.1111/gbb.12580	2019	Wetherill L	Genome-wide association study identifies loci associated with liability to alcohol and drug dependence that is associated with variability in reward-related ventral striatum activity in African- and European-Americans.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/31099175	https://doi.org/10.1111/gbb.12580
32108986	10.1111/gbb.12648	2020	Price KM	Genome-wide association study of word reading: Overlap with risk genes for neurodevelopmental disorders.	Genes Brain Behav	https://pubmed.ncbi.nlm.nih.gov/32108986	https://doi.org/10.1111/gbb.12648
30767168	10.1007/s13258-019-00791-0	2019	Shin JH	Genetic risk score combining six genetic variants associated with the cellular NRF2 expression levels correlates with Type 2 diabetes in the human population.	Genes Genomics	https://pubmed.ncbi.nlm.nih.gov/30767168	https://doi.org/10.1007/s13258-019-00791-0
31902109	10.1007/s13258-019-00902-x	2020	Li D	Progressive effects of single-nucleotide polymorphisms on 16 phenotypic traits based on longitudinal data.	Genes Genomics	https://pubmed.ncbi.nlm.nih.gov/31902109	https://doi.org/10.1007/s13258-019-00902-x
34304350	10.1007/s13258-021-01134-8	2021	Lim WY	Identification of genetic variants for blood insulin level in sex-stratified Korean population and evaluation of the causal relationship between blood insulin level and polycystic ovary syndrome.	Genes Genomics	https://pubmed.ncbi.nlm.nih.gov/34304350	https://doi.org/10.1007/s13258-021-01134-8
20861866	10.1038/gene.2010.39	2010	Kopplin LJ	Genome-wide association identifies SKIV2L and MYRIP as protective factors for age-related macular degeneration.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/20861866	https://doi.org/10.1038/gene.2010.39
21654844	10.1038/gene.2011.34	2011	Briggs FB	Genome-wide association study of severity in multiple sclerosis.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/21654844	https://doi.org/10.1038/gene.2011.34
21993531	10.1038/gene.2011.71	2011	Kuparinen T	Genome-wide association study does not reveal major genetic determinants for anti-cytomegalovirus antibody response.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/21993531	https://doi.org/10.1038/gene.2011.71
22673310	10.1038/gene.2012.26	2012	Liao M	Genome-wide association study identifies common variants at TNFRSF13B associated with IgG level in a healthy Chinese male population.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/22673310	https://doi.org/10.1038/gene.2012.26
24871463	10.1038/gene.2014.23	2014	Armstrong DL	GWAS identifies novel SLE susceptibility genes and explains the association of the HLA region.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/24871463	https://doi.org/10.1038/gene.2014.23
25030430	10.1038/gene.2014.41	2014	Zignego AL	Genome-wide association study of hepatitis C virus- and cryoglobulin-related vasculitis.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/25030430	https://doi.org/10.1038/gene.2014.41
25208829	10.1038/gene.2014.52	2014	Anderson D	Genome-wide association study of vitamin D levels in children: replication in the Western Australian Pregnancy Cohort (Raine) study.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/25208829	https://doi.org/10.1038/gene.2014.52
25297839	10.1038/gene.2014.51	2014	Crosslin DR	Genetic variation in the HLA region is associated with susceptibility to herpes zoster.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/25297839	https://doi.org/10.1038/gene.2014.51
25338677	10.1038/gene.2014.57	2014	Kariuki SN	Genetic analysis of the pathogenic molecular sub-phenotype interferon-alpha identifies multiple novel loci involved in systemic lupus erythematosus.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/25338677	https://doi.org/10.1038/gene.2014.57
26291516	10.1038/gene.2015.28	2015	Miller FW	Genome-wide association study identifies HLA 8.1 ancestral haplotype alleles as major genetic risk factors for myositis phenotypes.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/26291516	https://doi.org/10.1038/gene.2015.28
26741287	10.1038/gene.2015.59	2016	Milet J	Genome-wide association study of antibody responses to Plasmodium falciparum candidate vaccine antigens.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/26741287	https://doi.org/10.1038/gene.2015.59
29535370	10.1038/s41435-018-0013-4	2018	Kleinstein SE	Genome-wide association study (GWAS) of human host factors influencing viral severity of herpes simplex virus type 2 (HSV-2).	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/29535370	https://doi.org/10.1038/s41435-018-0013-4
29904099	10.1038/s41435-018-0034-z	2018	Kottyan LC	Genetic variants at the 16p13 locus confer risk for eosinophilic esophagitis.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/29904099	https://doi.org/10.1038/s41435-018-0034-z
31932740	10.1038/s41435-019-0090-z	2020	Bonomi A	Analysis of the genetic variants associated with circulating levels of sgp130. Results from the IMPROVE study.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/31932740	https://doi.org/10.1038/s41435-019-0090-z
34127828	10.1038/s41435-021-00142-8	2021	Bolin K	Variants in BANK1 are associated with lupus nephritis of European ancestry.	Genes Immun	https://pubmed.ncbi.nlm.nih.gov/34127828	https://doi.org/10.1038/s41435-021-00142-8
26584805	10.1007/s12263-015-0502-2	2015	Dorajoo R	A genome-wide association study of n-3 and n-6 plasma fatty acids in a Singaporean Chinese population.	Genes Nutr	https://pubmed.ncbi.nlm.nih.gov/26584805	https://doi.org/10.1007/s12263-015-0502-2
31320941	10.1186/s12263-019-0646-6	2019	Igarashi M	Identification of the 12q24 locus associated with fish intake frequency by genome-wide meta-analysis in Japanese populations.	Genes Nutr	https://pubmed.ncbi.nlm.nih.gov/31320941	https://doi.org/10.1186/s12263-019-0646-6
21254220	10.1002/gepi.20558	2011	Jiang Y	Propensity score-based nonparametric test revealing genetic variants underlying bipolar disorder.	Genet Epidemiol	https://pubmed.ncbi.nlm.nih.gov/21254220	https://doi.org/10.1002/gepi.20558
21618603	10.1002/gepi.20595	2011	Beaty TH	Evidence for gene-environment interaction in a genome wide study of nonsyndromic cleft palate.	Genet Epidemiol	https://pubmed.ncbi.nlm.nih.gov/21618603	https://doi.org/10.1002/gepi.20595
