ISSN (Online)	ISSN (Print)	JournalTitle	JrId	MedAbbr	NlmId
 0972-2823	 0022-3859	 Journal of postgraduate medicine	 5198	 J Postgrad Med	 2985196R
	 0022-3867	 The Journal of practical nursing	 5199	 J Pract Nurs	 0376610
	 8755-4852	 JPO: the journal of practical orthodontics	 5200	 JPO J Pract Orthod	 2985200R
		 Journal of the Seattle District Dental Society	 5201	 J Seattle Dist Dent Soc	 7507222
	 0096-2732	 The Journal of preventive dentistry	 5202	 J Prev Dent	 7502591
 1875-8932	 0747-9662	 Journal of economic and social measurement	 5203	 J Econ Soc Meas	 9881985
	 0091-651X	 Journal of projective techniques & personality assessment	 5204	 J Proj Tech Pers Assess	 1260202
	 0895-7479	 Second messengers and phosphoproteins	 5205	 Second Messengers Phosphoproteins	 9002049
		 Journal of sterile services management	 5206	 J Sterile Serv Manage	 9880290
	 0756-1911	 Journal d'odontologie conservatrice	 5207	 J Odontol Conserv	 8804107
 1097-6841	 0022-3913	 The Journal of prosthetic dentistry	 5208	 J Prosthet Dent	 0376364
	 0022-3921	 The Journal of protozoology	 5209	 J Protozool	 2985197R
	 0360-5973	 Journal of psychiatric nursing and mental health services	 5210	 J Psychiatr Nurs Ment Health Serv	 0141401
	 0753-2830	 Journal de toxicologie clinique et experimentale	 5211	 J Toxicol Clin Exp	 8606713
 1879-1379	 0022-3956	 Journal of psychiatric research	 5212	 J Psychiatr Res	 0376331
	 0267-0593	 Journal of tropical pediatrics (1967)	 5213	 J Trop Pediatr (1967)	 0311070
 1940-1019	 0022-3980	 The Journal of psychology	 5214	 J Psychol	 0376332
		 Journal of comparative physiology. A, Sensory, neural, and behavioral physiology	 5215	 J Comp Physiol A	 8413199
	 0021-7956	 Journal de psychologie normale et pathologique	 5216	 J Psychol Norm Pathol (Paris)	 2985198R
 1573-6555	 0090-6905	 Journal of psycholinguistic research	 5217	 J Psycholinguist Res	 0333506
 1879-1360	 0022-3999	 Journal of psychosomatic research	 5218	 J Psychosom Res	 0376333
	 0279-3695	 Journal of psychosocial nursing and mental health services	 5219	 J Psychosoc Nurs Ment Health Serv	 8200911
 1752-7325	 0022-4006	 Journal of public health dentistry	 5220	 J Public Health Dent	 0014207
 2052-0468	 0035-8665	 Journal of the Royal Army Medical Corps	 5221	 J R Army Med Corps	 7505627
	 0309-6300	 The Journal of the Royal College of General Practitioners. Occasional paper	 5222	 J R Coll Gen Pract Occas Pap	 7805797
	 0035-8797	 The Journal of the Royal College of General Practitioners	 5223	 J R Coll Gen Pract	 7503107
	 0035-8819	 Journal of the Royal College of Physicians of London	 5224	 J R Coll Physicians Lond	 7503108
	 0035-8835	 Journal of the Royal College of Surgeons of Edinburgh	 5225	 J R Coll Surg Edinb	 7503110
		 The Royal Institute of Public Health and Hygiene journal	 5226	 R Inst Public Health Hyg J	 7506003
 1939-1676	 0891-6640	 Journal of veterinary internal medicine	 5227	 J Vet Intern Med	 8708660
	 0368-3974	 Journal. Royal Microscopical Society (Great Britain)	 5228	 J R Microsc Soc	 0204543
	 0035-9033	 Journal of the Royal Naval Medical Service	 5229	 J R Nav Med Serv	 7503111
 1349-9157	 0449-3060	 Journal of radiation research	 5230	 J Radiat Res	 0376611
 1773-0384	 0221-0363	 Journal de radiologie	 5231	 J Radiol	 7906266
	 0368-3966	 Journal de radiologie, d'electrologie, et de medecine nucleaire	 5232	 J Radiol Electrol Med Nucl	 7610508
 1098-8947	 0743-684X	 Journal of reconstructive microsurgery	 5233	 J Reconstr Microsurg	 8502670
	 0022-4154	 Journal of rehabilitation	 5234	 J Rehabil	 0411775
	 0022-4367	 The Journal of risk and insurance	 5235	 J Risk Insur	 9877928
	 0197-5110	 Journal of receptor research	 5236	 J Recept Res	 8008358
	 0022-4251	 Journal of reproduction and fertility	 5237	 J Reprod Fertil	 0376367
	 0954-0725	 Journal of reproduction & fertility. Abstract series	 5238	 J Reprod Fertil Abstr Ser	 8808774
	 0449-3087	 Journal of reproduction and fertility. Supplement	 5239	 J Reprod Fertil Suppl	 0225652
 1872-7603	 0165-0378	 Journal of reproductive immunology	 5240	 J Reprod Immunol	 8001906
 1943-3565	 0024-7758	 The Journal of reproductive medicine	 5241	 J Reprod Med	 0173343
	 0033-6890	 Journal of the Reticuloendothelial Society	 5242	 J Reticuloendothel Soc	 0206462
	 0315-162X	 The Journal of rheumatology	 5243	 J Rheumatol	 7501984
	 0380-0903	 The Journal of rheumatology. Supplement	 5244	 J Rheumatol Suppl	 7806058
	 0035-4643	 Journal of the Rhode Island State Dental Society	 5245	 J R I State Dent Soc	 7503103
 1758-1095	 0141-0768	 Journal of the Royal Society of Medicine	 5246	 J R Soc Med	 7802879
	 0048-8488	 Journal of the Rocky Mountain Analgesia Society	 5247	 J Rocky Mt Analg Soc	 7503104
	 0264-0325	 Journal of the Royal Society of Health	 5248	 J R Soc Health	 8303144
 1748-0361	 0890-765X	 The Journal of rural health : official journal of the American Rural Health Association and the National Rural Health Care Association	 5249	 J Rural Health	 8508122
 1476-5527	 0950-9240	 Journal of human hypertension	 5250	 J Hum Hypertens	 8811625
	 0300-9874	 Journal of the South African Speech and Hearing Association	 5251	 J S Afr Speech Hear Assoc	 7505628
	 1043-2248	 The Journal of state government	 5252	 J State Gov	 9883142
 2224-9435	 1019-9128	 Journal of the South African Veterinary Association	 5253	 J S Afr Vet Assoc	 7503122
	 0038-2809	 Journal of the South African Veterinary Medical Association	 5254	 J S Afr Vet Med Assoc	 7503123
 1946-6005	 0363-468X	 Journal of studies on alcohol. Supplement	 5255	 J Stud Alcohol Suppl	 7609332
	 0036-3979	 Journal. San Antonio District Dental Society	 5256	 J San Antonio Dent Soc	 20530710R
	 0890-6068	 Journal of patient account management	 5257	 J Patient Acc Manage	 9878499
 1544-4910	 0038-3139	 Journal of the South Carolina Medical Association (1975)	 5258	 J S C Med Assoc	 7503045
 1746-1561	 0022-4391	 The Journal of school health	 5259	 J Sch Health	 0376370
 1097-0010	 0022-5142	 Journal of the science of food and agriculture	 5260	 J Sci Food Agric	 0376334
	 0950-7671	 Journal of scientific instruments	 5261	 J Sci Instrum	 1276761
	 0021-8111	 Journal des sciences medicales de Lille	 5262	 J Sci Med Lille	 0413413
 1559-8519	 0022-4499	 Journal of sex research	 5263	 J Sex Res	 0062647
	 0037-0452	 Journal - Seattle-King County Dental Society	 5264	 J Seattle King Cty Dent Soc	 7503044
	 0037-5683	 The Journal of the Singapore Paediatric Society	 5265	 J Singapore Paediatr Soc	 7507223
 1748-5827	 0022-4510	 The Journal of small animal practice	 5266	 J Small Anim Pract	 0165053
 1945-2403	 0146-4760	 Journal of analytical toxicology	 5267	 J Anal Toxicol	 7705085
	 0304-4769	 Jornal da Sociedade das Ciencias Medicas de Lisboa	 5268	 J Soc Cienc Med Lisb	 7503552
 1528-8951	 0148-0731	 Journal of biomechanical engineering	 5269	 J Biomech Eng	 7909584
	 0301-0023	 The Journal of the Society of Occupational Medicine	 5270	 J Soc Occup Med	 7503120
 1940-1183	 0022-4545	 The Journal of social psychology	 5271	 J Soc Psychol	 0376372
	 0098-843X	 Journal - Southern California Dental Association	 5272	 J South Calif Dent Assoc	 7503046
	 0038-3899	 Journal of the Southern California Dental Hygienists' Association	 5273	 J South Calif State Dent Hyg Assoc	 7503124
	 0022-4677	 The Journal of speech and hearing disorders	 5274	 J Speech Hear Disord	 0376335
	 0022-4685	 Journal of speech and hearing research	 5275	 J Speech Hear Res	 0376336
	 0141-5425	 Journal of biomedical engineering	 5276	 J Biomed Eng	 7906074
	 0090-4201	 The Journal of sports medicine	 5277	 J Sports Med	 7609632
 1827-1928	 0022-4707	 The Journal of sports medicine and physical fitness	 5278	 J Sports Med Phys Fitness	 0376337
	 0022-4731	 Journal of steroid biochemistry	 5279	 J Steroid Biochem	 0260125
	 0161-3294	 Journal of supramolecular structure. Supplement	 5280	 J Supramol Struct Suppl	 7708965
	 0730-6652	 Journal of supramolecular structure and cellular biochemistry. Supplement	 5281	 J Supramol Struct Cell Biochem Suppl	 8109846
	 0091-7419	 Journal of supramolecular structure	 5282	 J Supramol Struct	 0330464
 1934-2683	 0096-882X	 Journal of studies on alcohol	 5283	 J Stud Alcohol	 7503813
		 Journal de stomatologie de Belgique	 5284	 J Stomatol Belg	 0050076
 1533-4023	 0160-2446	 Journal of cardiovascular pharmacology	 5285	 J Cardiovasc Pharmacol	 7902492
 1096-9098	 0022-4790	 Journal of surgical oncology	 5286	 J Surg Oncol	 0222643
 1095-8673	 0022-4804	 The Journal of surgical research	 5287	 J Surg Res	 0376340
	 0040-3385	 The Journal of the Tennessee Dental Association	 5288	 J Tenn Dent Assoc	 7503125
	 0040-3318	 Journal of the Tennessee Medical Association	 5289	 J Tenn Med Assoc	 7505629
	 0091-3987	 Journal - Tennessee State Dental Association	 5290	 J Tenn State Dent Assoc	 7503048
	 0021-793X	 Journal de pharmacologie	 5291	 J Pharmacol	 1247760
	 0040-4276	 The Journal of the Texas Dental Hygienists' Association. Texas Dental Hygienists' Association	 5292	 J Texas Dent Hyg Assoc	 9875596
	 0160-5402	 Journal of pharmacological methods	 5293	 J Pharmacol Methods	 7806596
 0730-6652	 0733-1959	 Journal of cellular biochemistry. Supplement	 5294	 J Cell Biochem Suppl	 8207539
 1095-8541	 0022-5193	 Journal of theoretical biology	 5295	 J Theor Biol	 0376342
	 0733-6535	 The Journal of volunteer administration	 5296	 J Volunt Adm	 9879615
	 0742-8367	 Kentucky nurse	 5297	 Ky Nurse	 8309653
 1872-7573	 0378-8741	 Journal of ethnopharmacology	 5298	 J Ethnopharmacol	 7903310
	 0017-002X	 Jugoslavenska ginekologija i opstetricija	 5299	 Jugosl Ginekol Opstet	 7608510
	 0352-5562	 Jugoslavenska ginekologija i perinatologija	 5300	 Jugosl Ginekol Perinatol	 8601606
	 0363-0277	 Library journal	 5301	 Libr J	 57630670R
 1097-685X	 0022-5223	 The Journal of thoracic and cardiovascular surgery	 5302	 J Thorac Cardiovasc Surg	 0376343
 2589-451X	 0255-2922	 Journal of traditional Chinese medicine = Chung i tsa chih ying wen pan	 5303	 J Tradit Chin Med	 8211546
 1873-5835	 0145-2126	 Leukemia research	 5304	 Leuk Res	 7706787
	 0912-4462	 Shiyo. The journal of the Tokyo Dental Association	 5305	 Shiyo	 7604322
 1872-678X	 0165-0270	 Journal of neuroscience methods	 5306	 J Neurosci Methods	 7905558
	 0040-8905	 Zasshi. Tokyo Ika Daigaku	 5307	 Zasshi Tokyo Ika Daigaku	 0243625
	 0098-4108	 Journal of toxicology and environmental health	 5308	 J Toxicol Environ Health	 7513622
 1548-1336	 0160-6972	 The Journal of oral implantology	 5309	 J Oral Implantol	 7801086
 1097-4547	 0360-4012	 Journal of neuroscience research	 5310	 J Neurosci Res	 7600111
	 0161-5548	 Journal of toxicology and environmental health. Supplement	 5311	 J Toxicol Environ Health Suppl	 7801250
 1880-3989	 0388-1350	 The Journal of toxicological sciences	 5312	 J Toxicol Sci	 7805798
 1529-8809	 0022-5282	 The Journal of trauma	 5313	 J Trauma	 0376373
	 0738-7970	 Journal (Southern California Dental Assistants Association)	 5314	 J South Calif Dent Assistants Assoc	 9879183
	 0022-4782	 Journal of submicroscopic cytology	 5315	 J Submicrosc Cytol	 0235232
 1873-6483	 0740-5472	 Journal of substance abuse treatment	 5316	 J Subst Abuse Treat	 8500909
	 0257-716X	 Journal of Tongji Medical University = Tong ji yi ke da xue xue bao	 5317	 J Tongji Med Univ	 8605495
	 0148-4893	 The Journal of the Western Society of Periodontology/Periodontal abstracts	 5318	 J West Soc Periodontol Periodontal Abstr	 7705433
 1097-9875	 0731-3810	 Journal of toxicology. Clinical toxicology	 5319	 J Toxicol Clin Toxicol	 8213460
	 0257-5655	 Gaoxiong yi xue ke xue za zhi = The Kaohsiung journal of medical sciences	 5320	 Gaoxiong Yi Xue Ke Xue Za Zhi	 8603880
	 0454-8302	 Kanagawa shigaku. The Journal of the Kanagawa Odontological Society	 5321	 Kanagawa Shigaku	 0164673
 1536-0237	 0883-5993	 Journal of thoracic imaging	 5322	 J Thorac Imaging	 8606160
	 0022-5304	 The Journal of tropical medicine and hygiene	 5323	 J Trop Med Hyg	 0406044
 1465-3664	 0142-6338	 Journal of tropical pediatrics	 5324	 J Trop Pediatr	 8010948
	 0300-9920	 The Journal of tropical pediatrics and environmental child health	 5325	 J Trop Pediatr Environ Child Health	 0311071
 0707-7270	 0381-6605	 The Journal of otolaryngology	 5326	 J Otolaryngol	 7610513
	 0707-7270	 The Journal of otolaryngology. Supplement	 5327	 J Otolaryngol Suppl	 7708963
	 0022-5320	 Journal of ultrastructure research	 5328	 J Ultrastruct Res	 0376344
 1466-447X	 0264-0414	 Journal of sports sciences	 5329	 J Sports Sci	 8405364
 1550-9613	 0278-4297	 Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine	 5330	 J Ultrasound Med	 8211547
 1527-3792	 0022-5347	 The Journal of urology	 5331	 J Urol	 0376374
	 0021-8200	 Journal d'urologie et de nephrologie	 5332	 J Urol Nephrol (Paris)	 7802652
 1365-2885	 0140-7783	 Journal of veterinary pharmacology and therapeutics	 5333	 J Vet Pharmacol Ther	 7910920
 1098-5514	 0022-538X	 Journal of virology	 5334	 J Virol	 0113724
	 0160-4198	 Journal of health and human resources administration	 5335	 J Health Hum Resour Adm	 7900790
 1097-6809	 0741-5214	 Journal of vascular surgery	 5336	 J Vasc Surg	 8407742
	 0022-5398	 The Journal of vitaminology	 5337	 J Vitaminol (Kyoto)	 0402374
		 Globe. International College of Dentists	 5338	 Globe	 9881896
	 0043-1303	 Journal - Water Pollution Control Federation	 5339	 J Water Pollut Control Fed	 7505562
	 0022-5177	 Journal of the West Australian Nurses	 5340	 J West Aust Nurses	 18030020R
	 0274-8916	 Journal of the Association for the Care of Children's Health	 5341	 J Assoc Care Child Health	 8101321
 1943-3700	 0090-3558	 Journal of wildlife diseases	 5342	 J Wildl Dis	 0244160
	 0091-4185	 The Journal of the Wisconsin Dental Association	 5343	 J Wis Dent Assoc	 7503127
	 0043-6674	 The Journal of the Wisconsin State Dental Society	 5344	 J Wis State Dent Soc	 7503128
	 0446-3471	 Jaarboek van kankeronderzoek en kankerbestrijding in Nederland. Yearbook for cancer research and fight against cancer in the Netherlands	 5345	 Jaarb Kankeronderz Kankerbestrijd Ned	 17730040R
 1538-3598	 0098-7484	 JAMA	 5346	 JAMA	 7501160
	 0021-4140	 The Jamaican nurse	 5347	 Jamaican Nurse	 0203020
	 0021-4809	 Naika hokan. Japanese archives of internal medicine	 5348	 Naika Hokan	 0417455
 1941-2444	 0148-6071	 JPEN. Journal of parenteral and enteral nutrition	 5349	 JPEN J Parenter Enteral Nutr	 7804134
	 0030-9982	 JPMA. The Journal of the Pakistan Medical Association	 5350	 J Pak Med Assoc	 7501162
 1347-4839	 0047-1828	 Japanese circulation journal	 5351	 Jpn Circ J	 7806868
	 0448-8822	 Japanese dental journal	 5352	 Jpn Dent J	 0226646
 1348-673X	 0021-4868	 Japanese heart journal	 5353	 Jpn Heart J	 0401175
	 1017-1606	 IARC monographs on the evaluation of carcinogenic risks to humans	 5354	 IARC Monogr Eval Carcinog Risks Hum	 8907342
	 0021-4892	 Masui. The Japanese journal of anesthesiology	 5355	 Masui	 0413707
 2186-5477	 0368-2781	 The Japanese journal of antibiotics	 5356	 Jpn J Antibiot	 0154402
 1882-4110	 0021-4930	 Nihon saikingaku zasshi. Japanese journal of bacteriology	 5357	 Nihon Saikingaku Zasshi	 2984804R
	 0021-4949	 Gan no rinsho. Japan journal of cancer clinics	 5358	 Gan No Rinsho	 1257753
 1882-0824	 0485-1439	 [Rinsho ketsueki] The Japanese journal of clinical hematology	 5359	 Rinsho Ketsueki	 2984782R
	 0047-1852	 Nihon rinsho. Japanese journal of clinical medicine	 5360	 Nihon Rinsho	 0420546
 1465-3621	 0368-2811	 Japanese journal of clinical oncology	 5361	 Jpn J Clin Oncol	 0313225
	 0047-1860	 Rinsho byori. The Japanese journal of clinical pathology	 5362	 Rinsho Byori	 2984781R
	 0009-9252	 Rinsho hoshasen. Clinical radiography	 5363	 Rinsho Hoshasen	 0413556
 1346-8146	 0021-499X	 Nihon Hifuka Gakkai zasshi. The Japanese journal of dermatology	 5364	 Nihon Hifuka Gakkai Zasshi	 7600571
	 0368-282X	 The Japanese journal of dermatology. Ser. B	 5365	 Jpn J Dermatol B	 7600543
 2092-9382	 1011-8942	 Korean journal of ophthalmology : KJO	 5366	 Korean J Ophthalmol	 8804513
	 0021-5031	 The Japanese journal of experimental medicine	 5367	 Jpn J Exp Med	 9800765
 1349-7693	 0446-6586	 Nihon Shokakibyo Gakkai zasshi = The Japanese journal of gastro-enterology	 5368	 Nihon Shokakibyo Gakkai Zasshi	 2984683R
	 0300-9173	 Nihon Ronen Igakkai zasshi. Japanese journal of geriatrics	 5369	 Nihon Ronen Igakkai Zasshi	 7507332
	 0021-5074	 Jinrui idengaku zasshi. The Japanese journal of human genetics	 5370	 Jinrui Idengaku Zasshi	 0420105
	 0047-1879	 Sangyo igaku. Japanese journal of industrial health	 5371	 Sangyo Igaku	 0150531
 1882-6482	 0021-5082	 Nihon eiseigaku zasshi. Japanese journal of hygiene	 5372	 Nihon Eiseigaku Zasshi	 0417457
	 0047-1887	 Nihon hoigaku zasshi = The Japanese journal of legal medicine	 5373	 Nihon Hoigaku Zasshi	 0413715
	 0021-3292	 Iyo denshi to seitai kogaku. Japanese journal of medical electronics and biological engineering	 5374	 Iyodenshi To Seitai Kogaku	 17720370R
 1884-2828	 0021-5112	 Japanese journal of medical science & biology	 5375	 Jpn J Med Sci Biol	 0243706
	 0021-5139	 Japanese journal of microbiology	 5376	 Jpn J Microbiol	 0376565
	 0047-1836	 Josanpu zasshi = The Japanese journal for midwife	 5377	 Josanpu Zasshi	 17810430R
	 0385-2385	 Nihon Jinzo Gakkai shi	 5378	 Nihon Jinzo Gakkai Shi	 7505731
 2189-9932	 0022-7854	 Kaku igaku. The Japanese journal of nuclear medicine	 5379	 Kaku Igaku	 2985202R
